chrom	start	end	CTCF	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me2	H3K4me3	H3K9ac	H3K9me3	H4K20me1	group
chr12	110306881	110406881	11.7245	16.4564	2.67254	16.2056	17.2034	10.2949	9.01792	11.1808	2.27724	12.4412	NB
chr12	114787156	114887156	8.36165	1.66401	6.4721	3.63599	2.73705	2.08898	0.71084	2.1652	2.95179	3.74512	NB
chr12	115857412	115957412	6.5439	3.1181	1.63363	14.7541	5.86786	3.68861	1.07671	3.40071	2.18134	8.84823	NB
chr12	115445630	115545630	5.68956	5.94539	6.88877	2.68104	7.52969	7.64728	5.29646	5.59854	4.05872	4.29995	NB
chr12	118218471	118318471	0.745277	0.507293	0.948973	1.20324	0.540016	0.567833	0.289214	0.701346	7.97114	1.5929	NB
chr12	117892538	117992538	1.59962	0.279886	0.730544	0.763964	0.332689	0.429337	0.327544	0.497466	7.46076	1.48552	NB
chr12	120682041	120782041	30.6109	23.2546	2.80103	15.6231	14.8762	21.4876	22.6772	23.5196	2.02529	8.92429	NB
chr12	121835522	121935522	10.4157	6.86813	4.41814	7.8378	10.818	9.71087	7.06311	7.96354	2.57794	8.40526	NB
chr12	125925118	126025118	0.87252	0.332364	0.68282	0.864235	0.408227	0.503201	0.313606	0.656493	7.18118	1.33562	NB
chr12	127382846	127482846	0.836165	0.271139	0.693833	0.964505	0.361618	0.503201	0.2474	0.668725	9.67623	1.41169	NB
chr12	128414194	128514194	0.672567	0.277699	0.673642	0.866622	0.335903	0.43857	0.282245	0.419992	8.49616	1.52131	NB
chr12	128766156	128866156	0.599857	0.284259	0.756241	0.966892	0.424299	0.480119	0.271792	0.534165	9.5592	1.41616	NB
chr12	128436190	128536190	0.563502	0.282072	0.725037	0.931082	0.335903	0.445495	0.303153	0.473001	8.59369	1.52131	NB
chr12	129665086	129765086	0.963407	0.345484	1.07562	1.32739	0.503051	0.593224	0.341482	0.672803	12.4557	1.58619	NB
chr12	131500582	131600582	9.76131	2.29812	9.17401	3.18716	5.55285	3.97714	4.39049	4.42827	4.0766	7.02713	NB
chr12	3804452	3904452	2.54485	2.07072	4.62005	2.13433	1.57987	3.48317	5.54734	3.6209	2.50805	2.83233	NB
chr12	9719598	9819598	7.52548	0.852777	4.11895	1.95288	1.84184	1.7866	0.756139	1.7656	1.75547	2.12984	NB
chr12	12584873	12684873	5.10788	6.6932	4.07306	4.32117	4.15298	6.65934	12.708	7.59248	3.04119	5.11653	NB
chr12	20451232	20551232	1.78139	3.27335	1.6061	2.17491	5.31016	3.93097	0.878097	2.85839	1.53604	2.24617	NB
chr12	23210862	23310862	3.14471	0.240527	2.54773	0.625496	0.588232	0.789426	0.337998	0.729889	2.28374	1.70477	NB
chr12	40386589	40486589	0.854342	0.336738	1.20044	0.771127	0.424299	0.521668	0.303153	0.595329	3.55808	1.42735	NB
chr12	41709756	41809756	0.981585	0.817791	3.66924	0.892883	2.09096	2.07513	0.473894	1.10095	2.02042	1.78307	NB
chr12	44308474	44408474	2.5812	4.15455	3.43613	1.88126	3.87494	6.20923	10.011	5.28048	2.27561	3.23727	NB
chr12	56623668	56723668	1.67233	1.078	2.84141	1.71415	1.43683	1.18414	0.519192	1.30891	3.78889	2.07615	NB
chr12	66082192	66182192	7.72544	2.22815	5.37629	1.34887	4.12245	3.13924	0.905973	2.17336	2.84614	2.91958	NB
chr12	71973674	72073674	0.636212	0.23834	0.620412	0.596847	0.279651	0.394713	0.160288	0.452613	4.80154	1.07387	NB
chr12	75635590	75735590	1.63597	6.3018	2.13106	4.52649	5.87589	7.14869	9.52317	7.12356	2.62671	6.27542	NB
chr12	101458923	101558923	1.41784	2.36591	2.43392	1.14595	3.54064	2.26671	0.498285	1.90016	2.34226	1.68239	NB
chr12	115763970	115863970	3.87181	2.93224	8.75184	4.94906	4.92283	5.57907	5.8714	4.39972	3.27688	7.57301	NB
chr12	117711531	117811531	0.854342	0.212101	0.721366	0.842748	0.374476	0.533209	0.261338	0.570863	7.35835	1.39155	NB
chr12	118387884	118487884	3.39919	0.406709	1.18759	1.11014	0.638055	0.632464	0.362389	0.7462	7.30309	1.98889	NB
chr12	128716047	128816047	0.708922	0.268953	0.651616	0.971667	0.40662	0.415487	0.240431	0.574941	9.02118	1.37589	NB
chr13	100662567	100762567	1.03612	1.50657	1.95668	1.63297	3.28992	2.34058	0.742201	1.60249	2.3065	2.05825	NB
chr13	20936478	21036478	6.92563	1.44316	2.15859	5.04694	2.81259	2.86225	1.6656	2.42617	2.6966	3.5639	NB
chr13	24099539	24199539	9.4523	1.26605	9.11895	1.58284	2.42686	2.24363	0.801438	2.31607	2.59095	2.94419	NB
chr13	46109560	46209560	2.76298	4.34916	1.19861	7.29586	7.25486	6.83708	2.10813	4.26109	1.30848	5.75638	NB
chr13	52376045	52476045	3.85363	0.277699	2.04295	0.883334	0.543231	0.644006	0.334513	0.766588	4.39843	1.97323	NB
chr13	89102405	89202405	1.16336	0.23178	0.653451	0.556262	0.36644	0.350856	0.2474	0.562708	3.50932	1.02689	NB
chr13	93241933	93341933	1.30878	4.0168	1.70338	1.98869	4.81675	4.79196	1.17428	2.45063	1.97816	2.44081	NB
chr13	99572363	99672363	1.19971	3.69974	1.63546	5.44086	6.12501	3.96791	0.972179	2.69121	2.85752	5.14562	NB
chr13	93264829	93364829	1.39967	5.30908	1.6942	2.02451	5.61071	5.45212	1.18125	2.7116	2.06756	2.46766	NB
chr13	111052768	111152768	1.27242	0.185862	0.824156	0.921532	0.343939	0.547059	0.446018	0.517854	12.1469	1.45643	NB
chr13	20170759	20270759	9.74314	4.21797	3.40859	5.34536	5.0064	6.60625	8.52312	5.63523	3.25575	4.35364	NB
chr13	20050505	20150505	0.981585	1.85424	1.49229	6.25973	2.88491	2.14207	0.756139	1.98579	2.10982	3.13883	NB
chr13	21471528	21571528	1.87228	5.14946	6.68319	2.14149	5.99643	3.14155	0.662057	3.08674	4.04409	2.58176	NB
chr13	21304037	21404037	3.7991	3.23837	5.77827	1.84784	4.91479	2.59218	0.700387	2.78907	3.98557	2.43634	NB
chr13	23710217	23810217	1.79957	5.35937	3.67107	8.7641	6.40627	6.03611	2.66914	4.50574	2.01554	5.517	NB
chr13	23685273	23785273	5.90769	6.28868	1.87041	10.2538	8.51972	7.00327	2.94441	5.53737	1.75547	7.10543	NB
chr13	24569537	24669537	4.30807	0.540092	7.33114	1.12207	1.07682	1.19106	0.574944	1.29667	2.1342	2.61979	NB
chr13	26031000	26131000	3.70821	4.29887	1.55654	4.78194	7.20826	6.09612	1.47046	3.58013	3.50607	8.87507	NB
chr13	26275294	26375294	3.38101	0.417642	6.83187	1.20324	0.83574	0.807892	0.484347	1.13357	2.38777	2.83456	NB
chr13	26707851	26807851	7.48913	10.7822	6.68136	5.93744	7.30469	9.97632	17.4539	12.1961	3.03144	5.99353	NB
chr13	26577099	26677099	2.81751	7.66406	1.6685	4.7891	9.15939	8.74139	7.98999	6.05115	2.95179	12.5732	NB
chr13	30706091	30806091	1.72686	0.603504	1.42988	2.74311	1.18611	0.805584	0.376327	1.12542	2.84939	2.27526	NB
chr13	31510315	31610315	1.58144	2.74201	2.23385	4.7318	6.11054	4.44572	0.885066	2.68306	2.05455	4.33127	NB
chr13	35181934	35281934	7.9981	4.06928	5.3818	1.54942	5.49177	4.08332	0.954756	3.50673	2.47554	2.51912	NB
chr13	35990742	36090742	0.79981	0.266766	2.70191	0.606397	0.517516	0.607073	0.243916	0.852217	1.45152	1.68687	NB
chr13	36032977	36132977	0.545325	0.336738	2.40088	0.75919	0.576982	0.646314	0.303153	0.827752	1.55067	1.67792	NB
chr13	35887463	35987463	4.99881	0.487613	5.17989	1.04568	1.08164	1.62271	0.85719	1.27629	2.31462	2.0314	NB
chr13	37780164	37880164	0.817987	2.39433	2.30727	1.6855	1.3404	3.63782	8.08755	3.731	1.28572	2.04482	NB
chr13	38960892	39060892	1.39967	5.30471	1.58958	3.20388	7.32076	7.05636	1.69696	3.76362	1.77335	4.82346	NB
chr13	39902066	40002066	0.781632	0.601317	5.08444	1.20086	1.33718	1.0895	0.432079	1.30891	3.79215	2.32	NB
chr13	41123953	41223953	4.74433	2.27844	1.31241	3.59779	3.93923	3.06768	0.892035	2.37724	1.3995	2.73836	NB
chr13	43502500	43602500	2.23583	2.15162	5.58921	1.51122	3.78494	2.95458	0.790984	2.52811	3.18748	2.48556	NB
chr13	45150890	45250890	2.09041	0.885576	7.5826	1.05045	1.41433	1.2857	0.449502	1.46386	2.76812	2.69586	NB
chr13	45278056	45378056	1.98135	0.38047	9.29516	1.20086	1.17164	1.03179	0.446018	1.22328	2.5113	2.71823	NB
chr13	51050758	51150758	2.16312	8.97165	1.58407	3.41635	9.97584	11.389	11.1191	7.76374	2.40727	7.57301	NB
chr13	54704794	54804794	0.345372	0.12901	0.490088	0.460766	0.215364	0.31854	0.17771	0.33844	4.39193	1.02465	NB
chr13	56302782	56402782	0.817987	0.174929	0.482746	0.565811	0.231436	0.353164	0.160288	0.32213	4.50084	0.908314	NB
chr13	58100013	58200013	0.7271	0.242713	0.688326	0.678018	0.348761	0.461653	0.254369	0.391449	4.75115	1.11638	NB
chr13	59489165	59589165	1.21789	2.89725	0.954479	3.37099	4.36995	3.85942	0.832798	1.99802	2.45278	3.71156	NB
chr13	63211754	63311754	0.199952	1.5831	1.71623	0.974055	1.81773	2.49292	0.909458	1.40677	2.56494	1.44077	NB
chr13	65917541	66017541	1.32696	1.47596	1.37115	1.0027	3.12117	2.47446	0.50177	1.48017	1.50515	1.53921	NB
chr13	72929440	73029440	0.890697	0.662542	5.11381	1.19131	1.73416	1.6481	0.487832	1.2559	2.34551	2.12313	NB
chr13	72713918	72813918	1.76322	1.89579	3.46182	1.49928	4.0662	3.48548	0.92688	1.98171	2.52755	2.1634	NB
chr13	75154379	75254379	6.28941	15.96	1.20044	6.75392	12.5393	11.4952	2.26842	6.67502	3.40204	20.3811	NB
chr13	75323715	75423715	5.45325	3.35644	5.82967	3.53095	4.76532	3.40007	1.1708	2.96033	2.23823	3.99121	NB
chr13	76376783	76476783	6.78021	3.50076	7.52754	2.89829	3.40243	5.12665	7.39762	4.58729	3.11596	3.55271	NB
chr13	79920934	80020934	0.327195	0.212101	1.18943	0.592072	0.355189	0.535517	0.219524	0.530087	3.07045	1.47657	NB
chr13	80441188	80541188	2.29036	0.218661	0.770926	0.768739	0.382512	0.443187	0.264823	0.428147	4.62112	1.30654	NB
chr13	86456873	86556873	0.708922	1.85862	1.45558	0.923919	2.19703	1.74274	0.365874	1.51279	1.92127	1.36247	NB
chr13	94440576	94540576	1.34513	1.99856	2.78267	13.145	3.47314	1.872	0.675995	1.87162	1.93264	5.46554	NB
chr13	96254400	96354400	1.25425	0.218661	1.76579	0.635045	0.491801	0.738644	0.299668	0.770665	3.35815	1.58843	NB
chr13	96571649	96671649	3.21742	5.90165	4.79993	1.88126	7.5088	5.42904	1.31715	4.22846	2.90628	2.91958	NB
chr13	97840403	97940403	14.4148	9.87691	1.25734	26.4618	11.215	4.82889	1.61333	5.98591	1.82374	10.7611	NB
chr13	103591145	103691145	0.690745	0.290819	1.04075	0.494189	0.364833	0.466269	0.181195	0.676881	3.60197	1.22153	NB
chr13	104253681	104353681	0.87252	0.214288	0.8884	0.515676	0.324653	0.43857	0.254369	0.611639	3.50932	1.27522	NB
chr13	105504419	105604419	3.16288	4.68809	2.77717	1.72369	6.70681	4.09024	0.81886	3.75954	2.60395	2.32671	NB
chr13	112557981	112657981	13.0514	1.371	13.572	6.60352	3.66922	3.13924	1.70741	3.1846	3.48656	4.56394	NB
chr13	20471082	20571082	3.14471	22.9572	2.08884	11.4332	18.5534	14.7544	10.8856	11.825	3.03957	26.5514	NB
chr13	26113946	26213946	9.81585	2.88414	4.09692	5.7918	3.55993	2.43522	0.839767	2.71976	2.75999	3.91738	NB
chr13	26872187	26972187	5.45325	5.91915	8.22504	5.0159	3.86369	9.15457	16.2239	9.5171	3.22974	3.89501	NB
chr13	29126112	29226112	3.78092	1.04083	10.9637	1.85023	2.70651	2.05435	0.808407	1.79822	4.39356	3.53482	NB
chr13	30283673	30383673	9.47048	37.004	3.98495	3.07973	19.7219	12.1876	3.29635	16.4898	3.63448	4.24849	NB
chr13	35268983	35368983	2.79933	1.96357	4.95411	1.44914	3.48278	2.33596	0.644635	2.19375	2.05293	2.34461	NB
chr13	38553591	38653591	3.90816	0.295192	4.04369	0.723379	0.662163	0.787118	0.362389	0.84814	1.57017	1.94415	NB
chr13	43268258	43368258	2.7448	5.90165	2.08701	2.61419	4.90515	6.40543	5.63794	5.43951	2.83314	2.30211	NB
chr13	43386099	43486099	0.999762	0.927121	8.41594	1.53748	2.26614	1.47036	0.811891	1.55764	3.71575	2.74955	NB
chr13	45357087	45457087	1.36331	0.664729	6.13253	4.14451	1.39986	1.07796	0.404203	1.2192	1.97491	3.08066	NB
chr13	46284206	46384206	6.88927	0.85059	8.56278	0.971667	1.60719	2.87148	3.00365	2.18151	2.07731	2.17458	NB
chr13	49553377	49653377	3.74456	10.0846	4.65309	4.11347	5.38249	11.7883	21.0012	10.2592	2.89165	5.31789	NB
chr13	49699510	49799510	1.09065	1.67494	8.53708	1.99108	3.22724	2.30596	0.620243	1.85123	3.74663	3.19923	NB
chr13	55846103	55946103	0.58168	0.262393	0.631425	0.663694	0.363225	0.380864	0.223009	0.473001	4.55448	1.03136	NB
chr13	60561778	60661778	0.472615	0.282072	0.71586	0.553874	0.298938	0.443187	0.188164	0.468923	4.40493	1.18573	NB
chr13	69086894	69186894	0.817987	0.218661	0.591043	0.644595	0.295723	0.387788	0.212555	0.411837	4.9267	1.06044	NB
chr13	69736701	69836701	0.50897	0.111517	0.418502	0.470316	0.184827	0.300074	0.174226	0.265044	4.68451	0.910551	NB
chr13	79692462	79792462	0.999762	1.23981	2.12555	1.94333	2.32239	1.88354	0.60979	1.79006	2.69823	2.45871	NB
chr13	84151043	84251043	0.690745	0.177115	1.31241	0.498964	0.432335	0.609382	0.268307	0.52601	2.75674	1.14322	NB
chr13	93613409	93713409	2.3449	1.33602	2.8873	1.82635	3.77529	2.77453	0.693418	1.71667	1.92777	2.57057	NB
chr13	94122086	94222086	3.85363	0.481054	12.8671	1.47779	1.46897	1.565	0.822345	1.32522	3.26388	3.26411	NB
chr13	103970091	104070091	4.01723	0.47668	1.65565	0.613559	0.830918	1.23492	0.428595	1.10095	2.72261	1.52579	NB
chr13	114044532	114144532	2.38125	10.4389	1.8851	13.6845	6.97039	9.12918	14.2377	10.3816	2.44303	6.9533	NB
chr14	21951715	22051715	4.05358	0.776246	17.0319	1.59478	2.51686	2.12591	0.662057	1.90831	3.22324	3.13212	NB
chr14	21948809	22048809	3.99905	0.651609	17.3862	1.60433	2.25328	1.95279	0.675995	1.84307	3.2655	3.11646	NB
chr14	28279975	28379975	9.05239	0.411082	9.90089	1.19131	1.77595	3.12308	1.85376	1.06017	3.40529	1.94191	NB
chr14	49186481	49286481	1.56326	4.74931	1.60793	6.18095	3.06009	4.73194	8.39419	5.92882	2.08706	3.79657	NB
chr14	64918869	65018869	5.72591	3.96869	2.12555	2.65955	3.67404	4.92353	9.79148	4.91758	2.34226	4.03595	NB
chr14	88004999	88104999	6.43483	9.30401	1.32342	14.4389	8.16132	9.47542	15.4434	9.30099	2.13257	7.51931	NB
chr14	94313665	94413665	0.817987	0.673475	2.8561	1.55658	0.911278	0.844825	0.50177	1.2192	7.27221	2.1455	NB
chr14	19388349	19488349	1.10883	0.2449	1.09582	1.05523	0.42912	0.775577	0.397234	0.672803	10.9034	2.03811	NB
chr14	20534029	20634029	22.0311	8.65241	10.0073	9.1628	6.9286	7.85964	9.58241	8.49363	2.04317	4.73397	NB
chr14	21051293	21151293	1.8541	2.26314	6.42989	3.21581	2.97009	4.03023	3.82599	3.74731	2.94204	2.99564	NB
chr14	29071161	29171161	2.59938	2.33967	2.31645	3.85802	3.43296	2.88302	0.797953	2.00618	2.18784	2.53925	NB
chr14	29963648	30063648	1.92681	0.327991	4.58334	0.806937	0.832525	0.897915	0.351936	0.994933	1.77335	1.92849	NB
chr14	30770867	30870867	1.54509	5.27628	2.46696	6.74915	5.87268	3.65167	1.03142	3.63314	3.52232	3.79881	NB
chr14	34670998	34770998	2.49032	2.53428	1.58958	5.95892	4.4696	3.32159	0.89552	3.00926	2.41215	3.93752	NB
chr14	36008277	36108277	4.98063	0.290819	11.395	1.08387	1.30665	1.28109	0.67948	1.02348	2.69172	2.46542	NB
chr14	35770025	35870025	1.89046	2.0729	7.68907	3.32086	2.4815	4.48726	7.3349	3.3844	2.25448	2.9151	NB
chr14	37936696	38036696	1.05429	2.45119	1.42988	1.01941	3.16938	2.82301	0.526161	2.15705	2.44953	1.47881	NB
chr14	41660481	41760481	0.65439	1.08237	1.57122	0.816487	1.98488	2.58064	0.843252	1.14173	1.70183	1.71595	NB
chr14	45920057	46020057	0.527147	0.155249	0.629589	0.620721	0.2459	0.304691	0.202102	0.358828	4.51384	1.06492	NB
chr14	46466534	46566534	0.690745	0.212101	0.491924	0.48464	0.287687	0.355473	0.205586	0.391449	4.09935	0.970956	NB
chr14	48069477	48169477	0.58168	0.640676	1.20778	0.818874	1.26807	1.18876	0.383296	0.876683	4.17087	1.39603	NB
chr14	48551714	48651714	0.7271	1.18295	1.35646	0.816487	1.44487	1.24646	0.344967	0.986778	4.57723	1.35128	NB
chr14	48699359	48799359	2.12677	0.25802	1.25918	0.642208	0.544838	0.59784	0.32406	0.656493	4.04896	1.33786	NB
chr14	49644398	49744398	1.25425	3.20338	1.1417	11.5024	2.64704	2.80685	3.91311	4.33856	1.53279	4.21717	NB
chr14	50444217	50544217	4.199	6.70195	6.92181	6.29077	6.85949	8.04661	8.05968	6.01445	2.61858	4.22388	NB
chr14	52763799	52863799	5.45325	2.60862	5.27533	1.75473	2.94277	2.52524	1.43562	2.41801	4.51384	2.76297	NB
chr14	56873554	56973554	1.41784	2.66547	3.77386	2.96036	2.64865	4.92122	8.96565	4.4405	2.17158	3.48336	NB
chr14	57408599	57508599	0.618035	0.271139	2.4174	0.735316	0.491801	0.567833	0.278761	0.750277	2.15696	1.92849	NB
chr14	58128407	58228407	5.34418	4.20703	6.31975	3.84131	4.84729	6.16999	9.50226	5.21116	2.75999	4.12097	NB
chr14	58105830	58205830	5.50778	5.21725	4.86417	3.88906	6.4352	7.3172	9.73921	5.93698	2.53893	4.23059	NB
chr14	60139086	60239086	6.7075	13.8325	2.89648	5.9064	7.70648	14.9575	22.6668	15.5234	3.83928	4.34022	NB
chr14	61441828	61541828	3.38101	7.20268	2.88179	2.49721	8.85884	8.16664	2.23357	4.59137	3.48981	2.6444	NB
chr14	64067116	64167116	4.9261	10.7669	3.45448	3.2946	8.99867	9.01608	9.4709	7.89014	3.2525	3.57956	NB
chr14	65226626	65326626	1.09065	0.690968	2.80287	1.96721	1.40147	1.30417	0.435564	1.14173	2.23498	2.53925	NB
chr14	66311544	66411544	0.690745	0.415455	1.08664	1.02658	0.62359	0.674013	0.236947	0.786976	2.20247	1.66673	NB
chr14	67804763	67904763	2.29036	3.43079	3.99596	2.52586	5.61071	3.11385	0.808407	3.38033	2.60233	3.07842	NB
chr14	69829353	69929353	2.69027	2.57801	2.20632	4.50023	1.67952	3.20618	7.31399	4.08167	2.91766	4.11202	NB
chr14	69545779	69645779	16.6688	1.25293	7.24487	3.9941	2.58436	1.5373	0.696902	2.32423	1.95215	3.17686	NB
chr14	71105520	71205520	1.59962	5.05325	1.24633	5.79658	8.41847	7.74653	1.96526	4.80748	2.63646	4.81003	NB
chr14	72687737	72787737	2.45396	4.56782	5.55434	13.3813	8.83473	5.79836	2.51233	4.61991	2.69985	6.45887	NB
chr14	72595592	72695592	1.127	5.31127	1.6373	15.783	5.44677	6.29233	9.59635	6.03484	2.46741	11.6649	NB
chr14	75663578	75763578	1.79957	3.39799	3.67658	8.45852	3.91994	4.29106	5.77732	3.6943	2.40727	7.21282	NB
chr14	78476296	78576296	6.14399	1.24855	4.67878	1.12923	3.19992	2.77222	0.804922	1.94501	2.313	2.30434	NB
chr14	77817448	77917448	0.672567	0.233967	0.844347	0.835586	0.298938	0.417796	0.174226	0.538242	7.37623	1.35576	NB
chr14	82670683	82770683	1.2906	2.67859	1.37482	1.18892	3.32367	2.58526	0.592367	1.56172	2.49342	1.41616	NB
chr14	83091371	83191371	0.927052	1.60934	1.49596	1.20324	1.57826	1.40112	0.567975	1.0928	2.67222	1.57948	NB
chr14	88555865	88655865	11.0519	4.40601	9.42365	2.22027	3.59529	5.35286	4.71803	4.677	4.88769	3.19923	NB
chr14	88143897	88243897	4.61708	1.71867	1.51615	5.27852	3.61136	2.20208	0.623728	2.32423	1.853	3.73393	NB
chr14	91713632	91813632	1.127	0.686595	8.96293	1.82158	1.75827	1.40804	0.620243	1.86346	4.13024	3.0829	NB
chr14	94090503	94190503	2.03588	3.63195	6.85206	1.5136	3.98423	2.14207	0.634181	2.76869	5.90846	2.60189	NB
chr14	93526603	93626603	12.6697	4.12175	6.24817	10.2467	6.46091	7.46723	12.1714	8.31421	2.77137	7.47904	NB
chr14	95905109	96005109	1.94499	1.63996	6.75478	2.75505	2.53615	3.73477	4.56123	3.18052	2.62671	3.47217	NB
chr14	97354759	97454759	0.94523	0.297379	0.774597	0.811712	0.313402	0.466269	0.212555	0.52601	8.98867	1.36247	NB
chr14	97636748	97736748	0.94523	0.159622	0.565345	0.709054	0.236257	0.350856	0.250885	0.501544	8.08655	1.27522	NB
chr14	98744279	98844279	7.88903	0.391403	6.87959	1.1555	1.32754	2.05205	1.36244	1.25182	4.62762	2.19919	NB
chr14	100202686	100302686	5.85315	4.29887	16.0977	2.73595	7.83345	3.43008	1.14292	3.73508	4.10585	4.26639	NB
chr14	105313911	105413911	0.563502	0.249273	0.829663	0.981217	0.361618	0.410871	0.226493	0.566786	10.4954	1.29312	NB
chr14	106205962	106305962	1.67233	0.179302	0.791117	0.883334	0.298938	0.553983	0.28573	0.632027	9.78513	1.64884	NB
chr14	21908255	22008255	9.77949	0.776246	15.4057	1.3823	2.84955	2.80454	0.892035	2.18151	2.7925	3.1254	NB
chr14	22691380	22791380	2.69027	1.98107	9.73018	2.13433	3.12277	3.75785	2.03147	2.88286	3.08183	3.02025	NB
chr14	45635862	45735862	0.58168	0.12245	0.680984	0.58491	0.236257	0.373939	0.198617	0.346595	4.68614	1.10966	NB
chr14	49694340	49794340	1.47238	4.70995	1.40051	7.8569	3.65797	4.90044	8.44297	5.25602	1.93427	6.23515	NB
chr14	52826515	52926515	5.79862	4.68809	4.49156	1.89081	5.61231	3.97021	1.52273	3.00111	3.49632	3.30214	NB
chr14	64760995	64860995	1.99952	5.30471	4.24193	2.53779	8.61616	5.14743	1.40077	4.6403	3.34515	3.14778	NB
chr14	70784332	70884332	2.63574	5.44903	2.42291	3.13703	4.73157	7.22717	10.4187	6.62201	4.44232	4.93085	NB
chr14	74478395	74578395	9.1251	5.5343	6.03341	7.36032	7.74024	6.73551	8.11891	6.79735	2.41703	4.31113	NB
chr14	79826886	79926886	1.52691	2.29812	2.07232	1.50644	3.68208	2.57602	0.536615	2.03472	2.66247	2.03364	NB
chr14	80100624	80200624	1.49055	4.41476	1.51799	1.69743	5.26195	4.20104	0.815376	2.50772	2.32763	2.14102	NB
chr14	80752047	80852047	2.39943	5.73328	3.08554	1.44198	1.41111	4.23566	10.6661	7.10725	2.42515	2.28197	NB
chr14	80884002	80984002	0.836165	0.417642	4.64024	1.08626	1.13146	1.53038	0.815376	1.04794	3.46056	1.98889	NB
chr14	85738093	85838093	0.79981	1.06269	1.2812	0.935856	1.89166	1.5073	0.376327	1.28852	1.98954	1.41393	NB
chr14	93076164	93176164	2.1813	0.4898	1.99706	0.916757	0.681449	0.706329	0.369358	0.901148	3.74988	1.72938	NB
chr14	94510372	94610372	1.58144	3.33676	7.43943	1.76428	3.90708	2.78377	0.874613	2.47102	3.95794	2.32224	NB
chr14	98457796	98557796	0.87252	0.437321	1.17841	1.21757	0.446799	0.616306	0.487832	0.852217	10.3979	1.73609	NB
chr15	33550639	33650639	2.32672	6.00005	1.18392	2.24415	3.76404	5.68064	7.23733	5.66786	1.49865	2.21709	NB
chr15	30318605	30418605	0.0181775	0.487613	4.72467	0.950181	0.752166	0.805584	0.477378	1.03979	2.59257	2.27078	NB
chr15	49238703	49338703	10.652	1.28791	12.6358	1.64252	3.22242	2.42599	0.986117	2.27122	3.3614	3.56837	NB
chr15	55488323	55588323	1.81775	0.988346	8.74817	1.57329	2.93313	1.66887	0.540099	1.79822	2.47229	2.93077	NB
chr15	60732955	60832955	4.96246	1.90016	2.07049	10.2132	3.97941	2.02204	0.71084	2.45063	2.20084	3.72274	NB
chr15	74442848	74542848	0.79981	1.01021	2.2467	2.98901	2.79008	1.7889	0.540099	1.69628	2.39915	3.1612	NB
chr15	84883236	84983236	0.690745	0.201168	0.737886	0.821262	0.292509	0.410871	0.233462	0.517854	6.84147	1.36694	NB
chr15	94341981	94441981	1.69051	2.43588	4.75221	1.56374	3.39439	3.29158	1.12898	2.4384	2.62833	2.26855	NB
chr15	94296672	94396672	1.52691	2.12538	4.87152	1.50405	3.03599	3.32621	1.26488	2.23044	2.91116	2.3737	NB
chr15	19369434	19469434	0.854342	0.325804	1.16006	1.4205	0.512694	0.854058	0.519192	0.791053	13.7333	2.29092	NB
chr15	32037339	32137339	3.03564	5.93664	2.00074	2.66671	6.08804	5.8653	6.73556	5.77387	2.47066	4.67133	NB
chr15	34410529	34510529	1.36331	5.83824	1.45191	1.74518	6.08483	6.21385	1.42168	3.93488	2.66247	1.72043	NB
chr15	33932872	34032872	1.36331	0.583824	3.05066	0.940631	1.41433	1.2003	0.439049	1.00309	1.76197	1.66897	NB
chr15	34655491	34755491	1.2906	4.68809	1.35463	3.10838	5.20569	6.75398	6.70769	5.03991	2.22685	3.30662	NB
chr15	34842975	34942975	1.72686	4.41039	1.98238	2.71207	6.12501	5.47751	1.25442	3.63314	2.36826	2.19472	NB
chr15	36376753	36476753	5.18059	3.06125	2.30176	5.16631	5.37766	4.20335	0.940818	2.36908	1.76197	6.49914	NB
chr15	35741800	35841800	0.65439	0.271139	5.25881	0.680406	0.798774	0.796351	0.292699	0.856295	1.93264	1.81663	NB
chr15	36869512	36969512	9.27052	19.9266	2.96806	2.67388	10.9305	7.88041	2.47052	9.63128	4.28303	2.50569	NB
chr15	39317840	39417840	3.69003	5.88197	1.70154	10.9963	5.04498	7.33335	14.9834	7.84121	2.31787	5.84811	NB
chr15	40299592	40399592	1.30878	8.61305	1.35463	10.3732	3.65636	7.71422	9.44303	8.72197	2.56494	4.28429	NB
chr15	41266838	41366838	10.5248	1.02552	15.6737	3.57392	2.69205	1.80506	0.888551	2.59335	3.64911	4.00463	NB
chr15	43372417	43472417	2.5812	0.655982	7.20448	1.32023	1.30343	1.872	1.23352	1.4924	2.57632	2.57057	NB
chr15	44078640	44178640	1.87228	0.336738	0.972835	0.654144	0.742523	0.798659	0.320575	0.709501	4.4732	1.2439	NB
chr15	45807939	45907939	1.07247	2.11226	4.8348	4.83685	3.79779	2.80916	0.85719	2.24268	2.48204	4.33351	NB
chr15	46753666	46853666	1.41784	3.51388	1.50147	3.73626	6.24394	4.89583	1.04187	3.34363	2.71611	2.43634	NB
chr15	48813128	48913128	1.05429	4.74056	5.47724	4.7509	4.95658	5.23053	7.31399	5.6597	2.66409	4.83912	NB
chr15	52858176	52958176	0.399905	0.273326	0.794788	0.725766	0.305366	0.436262	0.184679	0.371061	5.70691	1.37366	NB
chr15	53705498	53805498	2.92658	1.24855	5.3873	2.25847	3.02956	2.02896	0.759624	2.10404	2.07731	3.29096	NB
